A116,19.7,2.925,83,746,54.367,40.275,0.483,Moderately Healthy Plant,53.317,41.751,0.815,Very Healthy Plant,44.867,34.829,0.777,Very Healthy Plant,0.000
A117,22.5,3.479,118,836,56.183,46.050,0.400,Moderately Healthy Plant,47.417,44.824,0.751,Very Healthy Plant,44.450,42.414,0.820,Very Healthy Plant,0.000
A118,22.5,3.223,112,1132,47.917,71.238,0.386,Moderately Healthy Plant,42.683,39.289,0.762,Very Healthy Plant,51.100,72.890,0.775,Very Healthy Plant,0.000
A119,20.8,3.143,84,813,53.050,46.156,0.534,Moderately Healthy Plant,41.167,45.121,0.800,Very Healthy Plant,45.717,46.633,0.788,Very Healthy Plant,0.000
A120,16.6,3.386,139,774,57.217,26.797,0.436,Moderately Healthy Plant,49.500,33.302,0.810,Very Healthy Plant,41.733,27.125,0.842,Very Healthy Plant,0.000
A121,17,3.253,132,885,53.600,31.727,0.534,Moderately Healthy Plant,41.967,30.476,0.846,Very Healthy Plant,57.967,33.454,0.758,Very Healthy Plant,0.000
A122,16.8,3.452,58,955,47.017,35.602,0.562,Moderately Healthy Plant,29.317,30.737,0.848,Very Healthy Plant,48.817,29.393,0.791,Very Healthy Plant,0.000
A123,21.3,3.52,156,1007,50.417,45.642,0.431,Moderately Healthy Plant,42.500,41.490,0.858,Very Healthy Plant,47.667,54.567,0.739,Very Healthy Plant,0.000
A124,11,2.434,74,506,50.633,13.532,0.388,Moderately Healthy Plant,43.733,7.753,0.790,Very Healthy Plant,41.983,12.939,0.695,Very Healthy Plant,1.215
A125,15,2.586,107,714,46.933,18.463,0.496,Moderately Healthy Plant,50.567,13.137,0.823,Very Healthy Plant,47.150,18.032,0.842,Very Healthy Plant,1.620
A126,16.2,3.143,183,677,47.567,20.636,0.466,Moderately Healthy Plant,42.267,11.073,0.833,Very Healthy Plant,35.167,18.209,0.797,Very Healthy Plant,0.000
A127,17.1,3.242,92,842,47.050,46.045,0.551,Moderately Healthy Plant,34.067,26.697,0.855,Very Healthy Plant,36.700,37.126,0.776,Very Healthy Plant,0.000
A128,14.6,3.47,135,682,57.183,22.844,0.560,Moderately Healthy Plant,34.800,22.672,0.829,Very Healthy Plant,44.683,22.773,0.816,Very Healthy Plant,0.000
A129,21,3.324,98,848,48.350,44.013,0.465,Moderately Healthy Plant,37.333,30.195,0.835,Very Healthy Plant,36.167,45.783,0.845,Very Healthy Plant,0.000
A130,16.2,3.222,124,813,50.100,36.083,0.487,Moderately Healthy Plant,49.800,36.440,0.806,Very Healthy Plant,46.200,42.058,0.829,Very Healthy Plant,0.000
A131,20,4.271,106,792,50.067,37.554,0.470,Moderately Healthy Plant,35.200,40.222,0.799,Very Healthy Plant,44.567,37.765,0.811,Very Healthy Plant,0.000
A132,19.8,3.978,98,682,42.117,29.625,0.601,Moderately Healthy Plant,39.683,28.577,0.829,Very Healthy Plant,41.817,28.691,0.848,Very Healthy Plant,0.000
A133,18.1,3.29,92,586,55.817,18.720,0.524,Moderately Healthy Plant,29.500,18.544,0.859,Very Healthy Plant,41.583,17.150,0.818,Very Healthy Plant,0.000
A134,17.4,3.523,102,768,43.383,31.686,0.515,Moderately Healthy Plant,38.467,20.306,0.823,Very Healthy Plant,38.167,37.056,0.805,Very Healthy Plant,0.000
A135,15.2,3.146,83,596,52.067,19.419,0.529,Moderately Healthy Plant,49.467,18.830,0.833,Very Healthy Plant,40.183,16.630,0.851,Very Healthy Plant,0.000
A136,16.1,3.751,47,706,48.933,24.804,0.536,Moderately Healthy Plant,45.950,27.671,0.802,Very Healthy Plant,46.433,24.972,0.827,Very Healthy Plant,0.000
A137,19.1,4.122,177,858,51.033,30.198,0.557,Moderately Healthy Plant,44.400,27.363,0.813,Very Healthy Plant,51.283,30.055,0.848,Very Healthy Plant,0.000
A138,17.1,3.401,96,824,44.850,42.984,0.564,Moderately Healthy Plant,28.600,21.255,0.852,Very Healthy Plant,35.150,37.493,0.779,Very Healthy Plant,0.000
A139,14.7,2.859,109,553,51.200,15.216,0.672,Very Healthy Plant,44.583,16.696,0.858,Very Healthy Plant,39.383,12.776,0.833,Very Healthy Plant,0.000
A140,22.2,3.341,55,797,54.017,32.081,0.349,Moderately Healthy Plant,39.467,36.235,0.793,Very Healthy Plant,41.467,29.563,0.787,Very Healthy Plant,0.000
